id,hour,name,unit,average,subtitle,parameter,displayName,parameterId,measurement_count
117356,2018-02-17 15:00:00,2351,µg/m³,27.94,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-17 16:00:00,2351,µg/m³,21.95,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-17 18:00:00,2351,µg/m³,12.67,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-17 19:00:00,2351,µg/m³,11.2,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-17 20:00:00,2351,µg/m³,10.01,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-17 21:00:00,2351,µg/m³,11.17,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-17 22:00:00,2351,µg/m³,20.32,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-17 23:00:00,2351,µg/m³,18.8,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 00:00:00,2351,µg/m³,16.29,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 01:00:00,2351,µg/m³,16.11,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 03:00:00,2351,µg/m³,20.65,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 04:00:00,2351,µg/m³,31.07,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 05:00:00,2351,µg/m³,28.33,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 06:00:00,2351,µg/m³,29.45,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 08:00:00,2351,µg/m³,23.23,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 10:00:00,2351,µg/m³,20.39,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 11:00:00,2351,µg/m³,20.09,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 12:00:00,2351,µg/m³,21.97,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 13:00:00,2351,µg/m³,24.62,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 14:00:00,2351,µg/m³,32.99,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 15:00:00,2351,µg/m³,28.14,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 16:00:00,2351,µg/m³,30.53,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 17:00:00,2351,µg/m³,34.55,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 18:00:00,2351,µg/m³,41.86,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 19:00:00,2351,µg/m³,42.48,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 20:00:00,2351,µg/m³,49.52,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 21:00:00,2351,µg/m³,58.06,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 22:00:00,2351,µg/m³,47.54,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-18 23:00:00,2351,µg/m³,64.39,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 00:00:00,2351,µg/m³,52.54,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 01:00:00,2351,µg/m³,46.47,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 02:00:00,2351,µg/m³,38.14,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 03:00:00,2351,µg/m³,37.57,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 04:00:00,2351,µg/m³,40.68,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 05:00:00,2351,µg/m³,37.78,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 06:00:00,2351,µg/m³,29.91,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 08:00:00,2351,µg/m³,21.42,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 09:00:00,2351,µg/m³,27.03,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 10:00:00,2351,µg/m³,34.53,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 11:00:00,2351,µg/m³,41.76,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 12:00:00,2351,µg/m³,60.59,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 14:00:00,2351,µg/m³,69.51,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 16:00:00,2351,µg/m³,86.08,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 19:00:00,2351,µg/m³,32.14,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 20:00:00,2351,µg/m³,28.69,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 21:00:00,2351,µg/m³,29.21,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 22:00:00,2351,µg/m³,36.39,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-19 23:00:00,2351,µg/m³,44.39,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 00:00:00,2351,µg/m³,46.44,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 02:00:00,2351,µg/m³,45.89,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 06:00:00,2351,µg/m³,28.74,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 08:00:00,2351,µg/m³,30.72,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 09:00:00,2351,µg/m³,29.16,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 10:00:00,2351,µg/m³,33.13,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 11:00:00,2351,µg/m³,44.5,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 12:00:00,2351,µg/m³,69.62,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 13:00:00,2351,µg/m³,105.53,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 15:00:00,2351,µg/m³,71.34,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 16:00:00,2351,µg/m³,48.48,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 18:00:00,2351,µg/m³,33.76,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 19:00:00,2351,µg/m³,28.23,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 20:00:00,2351,µg/m³,27.95,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 21:00:00,2351,µg/m³,29.98,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 22:00:00,2351,µg/m³,37.59,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-20 23:00:00,2351,µg/m³,45.12,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-21 01:00:00,2351,µg/m³,46.34,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-21 04:00:00,2351,µg/m³,40.79,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-21 05:00:00,2351,µg/m³,35.46,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-21 06:00:00,2351,µg/m³,21.34,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-21 11:00:00,2351,µg/m³,31.41,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-21 12:00:00,2351,µg/m³,37.06,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-22 06:00:00,2351,µg/m³,39.08,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-22 07:00:00,2351,µg/m³,42.94,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-22 08:00:00,2351,µg/m³,46.43,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-23 05:00:00,2351,µg/m³,42.26,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-23 06:00:00,2351,µg/m³,67.25,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-24 05:00:00,2351,µg/m³,46.21,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-24 06:00:00,2351,µg/m³,69.65,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-24 07:00:00,2351,µg/m³,40.15,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-24 08:00:00,2351,µg/m³,33.69,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-02-25 05:00:00,2351,µg/m³,31.23,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-01 07:00:00,2351,µg/m³,40.24,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-01 08:00:00,2351,µg/m³,34,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-02 15:00:00,2351,µg/m³,47.35,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-02 16:00:00,2351,µg/m³,35.38,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-02 17:00:00,2351,µg/m³,31.58,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-02 18:00:00,2351,µg/m³,29.16,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-02 21:00:00,2351,µg/m³,30.11,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-02 22:00:00,2351,µg/m³,35.74,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-02 23:00:00,2351,µg/m³,38.88,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 00:00:00,2351,µg/m³,38.49,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 02:00:00,2351,µg/m³,37.29,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 03:00:00,2351,µg/m³,36.19,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 04:00:00,2351,µg/m³,35.1,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 05:00:00,2351,µg/m³,30.33,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 09:00:00,2351,µg/m³,22.46,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 10:00:00,2351,µg/m³,29.42,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 11:00:00,2351,µg/m³,30.26,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 12:00:00,2351,µg/m³,28.3,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 18:00:00,2351,µg/m³,35.14,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 22:00:00,2351,µg/m³,21.91,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-03 23:00:00,2351,µg/m³,25.51,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-04 00:00:00,2351,µg/m³,27.86,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-04 01:00:00,2351,µg/m³,34.24,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-04 11:00:00,2351,µg/m³,23.29,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
117356,2018-03-04 12:00:00,2351,µg/m³,22.12,SAN MARTIN DE PORRES,no2,NO₂ mass,5,1
