id,hour,name,unit,average,subtitle,parameter,displayName,parameterId,measurement_count
130265,2018-02-17 15:00:00,2289,µg/m³,34.25,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-17 16:00:00,2289,µg/m³,12.07,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-17 18:00:00,2289,µg/m³,5.78,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-17 19:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-17 20:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-17 21:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-17 22:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-17 23:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 00:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 01:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 03:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 04:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 05:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 06:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 08:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 10:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 11:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 12:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 13:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 14:00:00,2289,µg/m³,9.12,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 15:00:00,2289,µg/m³,6.41,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 16:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 17:00:00,2289,µg/m³,6.19,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 18:00:00,2289,µg/m³,0,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 19:00:00,2289,µg/m³,6.44,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 20:00:00,2289,µg/m³,12.24,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 21:00:00,2289,µg/m³,22.71,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 22:00:00,2289,µg/m³,11.51,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-18 23:00:00,2289,µg/m³,16.06,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-19 00:00:00,2289,µg/m³,12.87,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-19 01:00:00,2289,µg/m³,1.3,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-19 02:00:00,2289,µg/m³,0.02,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-19 03:00:00,2289,µg/m³,2.16,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-19 04:00:00,2289,µg/m³,4.37,HUACHIPA,no2,NO₂ mass,5,1
130265,2018-02-19 05:00:00,2289,µg/m³,5.88,HUACHIPA,no2,NO₂ mass,5,1
